event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI982,31/01/15,2015,1,Political violence,Battles,Armed clash,Military Forces of France (2012-2017),,8,Islamist Militia (Mali),,3,38,,466,Western Africa,Mali,Kidal,Abeibara,Boghassa,Adrar des Iforas,20,2,1,AP; RFI,International,"French forces killed a dozen 'jihadists' in a firefight in the extreme north, injuring several and taking two or three prisoner. They seized a large arms consignment and destroyed vehicles.",12,,1622068192
SSD1764,31/01/15,2015,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Bentiu,Bentiu,9.2515,29.7953,1,Intergovernmental Authority on Development; Radio Dabanga,Other-International,Clashes between SPLA/M-IO and army in Bentiu.,0,,1627939367
BUR3041,30/01/15,2015,1,Political violence,Battles,Armed clash,Police Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,Unidentified Armed Group (Democratic Republic of Congo),,3,13,,108,Eastern Africa,Burundi,Cibitoke,Rugombo,Centre Urbain,Cibitoke,-2.8869,29.1248,2,Radio Publique Africaine; RFI,National-International,Close to 200 armed men from the Democratic Republic of Congo fought for four days with the Burundi military and Imbonerakure youth throughout the Cibitoke area. 95 were killed and 9 jailed. There are reports that captured militants were killed on the spot.,24,,1572403604
SSD1761,30/01/15,2015,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Unity,Mayom,Wicok,Buoth,8.9815,29.3792,2,Sudan Tribune,International,Government forces attacked SPLA/M-IO rebel bases in Wiechok and Buoth areas near Mayom.,0,,1613499283
MLI981,30/01/15,2015,1,Political violence,Battles,Armed clash,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,2,Militia (Pro-Government),,3,23,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Serere,Kano,16.7941,-2.3986,1,Maghreb Emergent,International,"Tuareg rebels clashed with progovernmental forces overnight near Kano. Rockets were fired, one person was killed, and 20 people were briefly taken captive.",1,,1622068192
SSD1765,30/01/15,2015,1,Political violence,Battles,Armed clash,Blue Nile Communal Militia (Sudan),,4,Maban Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Upper Nile,Maban,Jinkuata,Gendrassa Refugee Camp,9.9828,33.6144,1,Radio Tamazuj,National,"On 30 January 2015, clashes continued for a second day at Gendrassa Refugee Camp (Maban county, Upper Nile state) between refugees from Blue Nile state and members of the local community (presumed to be Mabanese), wounding six.",0,,1676926708
BUR3040,29/01/15,2015,1,Political violence,Battles,Armed clash,Police Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,Unidentified Armed Group (Democratic Republic of Congo),,3,13,,108,Eastern Africa,Burundi,Cibitoke,Rugombo,Centre Urbain,Cibitoke,-2.8869,29.1248,2,Radio Publique Africaine; RFI,National-International,Close to 200 armed men from the Democratic Republic of Congo fought for four days with the Burundi military and Imbonerakure youth throughout the Cibitoke area. 95 were killed and 9 jailed. There are reports that captured militants were killed on the spot.,24,,1572403604
SSD1760,29/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Communal Militia (South Sudan),,4,Unidentified Communal Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Lakes,Awerial,Dor,Awerial,6.1264,31.1722,2,Radio Tamazuj,National,"5 injured in clashes in Ayenic, Awerial County between youth from Rorapuk and Kochmaboor. 3 arrested.",0,,1649110877
SSD1762,29/01/15,2015,1,Political violence,Battles,Armed clash,Blue Nile Communal Militia (Sudan),,4,Maban Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Upper Nile,Maban,Jinkuata,Gendrassa Refugee Camp,9.9828,33.6144,1,Radio Tamazuj,National,"On 29 January 2015, clashes were reported at Gendrassa Refugee Camp (Maban county, Upper Nile state), after refugees from Blue Nile state killed a local farmer (presumed to be Mabanese), with the family of the deceased mobilizing against the refugees, killing one. One event coded for 29 January (with two fatalities), with a second event coded for ongoing violence on 30 January.",2,,1676926708
BUR3039,28/01/15,2015,1,Political violence,Battles,Armed clash,Police Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,Unidentified Armed Group (Democratic Republic of Congo),,3,13,,108,Eastern Africa,Burundi,Cibitoke,Rugombo,Centre Urbain,Cibitoke,-2.8869,29.1248,2,RFI; Radio Publique Africaine,National-International,Close to 200 armed men from the Democratic Republic of Congo fought for four days with the Burundi military and Imbonerakure youth throughout the Cibitoke area. 95 were killed and 9 jailed. There are reports that captured militants were killed on the spot.,24,,1572403604
MLI978,28/01/15,2015,1,Political violence,Battles,Armed clash,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,CMA: Coordination of Movements of the Azawad,,2,23,,466,Western Africa,Mali,Gao,Bourem,Tarkint,Tabankort,17.9808,-0.1022,2,Xinhua; AFP,International,"GATIA attacked a rebel Tuareg and anti-government Arab position near Tabankort, and at the same time 3 suicide bombings or rocket shells exploded, killing 12 total.",12,,1651165022
BUR3038,27/01/15,2015,1,Political violence,Battles,Armed clash,Police Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,Unidentified Armed Group (Democratic Republic of Congo),,3,13,,108,Eastern Africa,Burundi,Cibitoke,Rugombo,Centre Urbain,Cibitoke,-2.8869,29.1248,2,Radio Publique Africaine; RFI,National-International,Close to 200 armed men from the Democratic Republic of Congo fought for four days with the Burundi military and Imbonerakure youth throughout the Cibitoke area. 95 were killed and 9 jailed. There are reports that captured militants were killed on the spot.,23,,1572403604
SSD1756,27/01/15,2015,1,Political violence,Battles,Armed clash,REMNASA: Revolutionary Movement for National Salvation,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Equatoria,Maridi,Maridi,Maridi,4.9159,29.4655,1,Sudan Tribune; Nyamilepedia,National-International,A new rebel movement named the Revolutionary Movement for National Salvation (REMNASA) attacked security forces in Maridi on Jan. 27. 6 soldiers killed and many wounded. The attack marked the official launch of the rebel movement led by Lasuba Lodoru Wongon.,6,,1648503535
SSD1752,26/01/15,2015,2,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Upper Nile,Renk,North Renk,Renk,11.7431,32.8049,2,Radio Tamazuj,National,"SPLA/M-IO attacked the headquarters of the government battalion in Halka (coordinates unavailable), north of Renk.",0,,1649110879
MLI975,25/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-2020),,1,13,,466,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,2,AFP,International,Malian troops were ambushed near Timbuktu. One gendarme was killed and one was injured; four of the attackers were killed.,5,,1599527443
MLI976,25/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-2020),,1,13,,466,Western Africa,Mali,Tombouctou,Goundam,Douekire,Douekire,16.5736,-3.3719,1,AP,International,Malian troops on their way to provide security for a weekly market in Douekire were ambushed by an unknown group. Two Malian soldier died and three were wounded.,2,,1667259136
SSD1749,23/01/15,2015,1,Political violence,Battles,Non-state actor overtakes territory,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Bentiu,Bentiu,9.2515,29.7953,2,Sudan Tribune,International,"South Sudanese army forces reportedly abandoned on Friday their defence positions following sustained sustained attacks from rebels in Darkuach area (coordinates unavailable) of Unity state. Government forces were no longer in control of the area, but are still stationed within the vicinity of the Pariang oil facility.",0,,1627939370
CEN2750,21/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Central African Republic),,3,EUFOR RCA: European Union Force in the Central African Republic (2014-),,8,38,,140,Middle Africa,Central African Republic,Bangui,Bangui,Bangui,Bangui,4.3612,18.5549,1,RCA (Central African Republic),National,"EUFOR-RCA revisit the scene of the confrontation in Kokoro for investigation. A rocket is fired at their convoy, causing them to fire warning shots. No casualties.",0,,1578503609
SSD1745,21/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Pariang,Pariang,Pariang,9.9123,29.9814,1,Sudan Tribune,International,SPLA/M-IO and government forces continued fighting after SPLA/M-IO accused of setting fire to oil installations in Pariang on Jan 19.,0,,1664835889
CEN2748,20/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Central African Republic),Muslim Militia (Central African Republic),3,EUFOR RCA: European Union Force in the Central African Republic (2014-),,8,38,,140,Middle Africa,Central African Republic,Bangui,Bangui,Bangui,Bangui,4.3612,18.5549,1,ABC (Madrid); RCA (Central African Republic),National-International,A Spanish convoy of the EUFOR-RCA force exchanged fire with an armed man and a Muslim militia in Bangui. The armed man was shot and injured and one minor injury on the part of the armed Muslims reported.,0,,1600121115
MLI972,20/01/15,2015,1,Political violence,Battles,Armed clash,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020),,8,CMA: Coordination of Movements of the Azawad,,2,28,,466,Western Africa,Mali,Gao,Bourem,Tarkint,Tabankort,17.9808,-0.1022,2,AP; Xinhua; AFP,International,"In an exchange of fire with a car of Tuareg rebels, a MINUSMA helicopter shot missiles that killed four of the rebels.",4,,1651165022
SSD1742,20/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Pariang,Pariang,Pariang,9.9123,29.9814,1,Sudan Tribune,International,SPLA/M-IO and government forces continued fighting after SPLA/M-IO accused of setting fire to oil installations in Pariang on Jan 19.,0,,1664835889
SSD1739,19/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Pariang,Pariang,Pariang,9.9123,29.9814,1,Sudan Tribune,International,Fighting ensued after SPLA/M-IO accused of setting fire to government-controlled oil installations in Pariang. 7 casualties over first 3 days of fighting.,0,,1664835889
SSD1736,18/01/15,2015,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Rumbek Town,Rumbek,6.8074,29.676,1,Radio Dabanga; Radio Tamazuj,National-International,"Rebels loyal to Machar clashed with military forces in the Maper area of Rumbek. County headquarters was attacked, several homes burned. At least 10 civilians killed and 24 wounded.",10,,1649110870
SSD1735,18/01/15,2015,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,Gatluak Gai Rebel Group,2,12,,728,Eastern Africa,South Sudan,Upper Nile,Renk,North Renk,Renk,11.7431,32.8049,2,Radio Tamazuj,National,"SPLA-IO and Gai Gatluak accuse government forces in Renk of shelling in Bushar, Musekbel, Gabat and Dongos. Rebels claim to have pushed government forces back to their positions.",0,,1649110879
CEN2742,17/01/15,2015,1,Political violence,Battles,Armed clash,Anti-Balaka,,3,MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),,8,38,,140,Middle Africa,Central African Republic,Ouham,Bouca,Bouca Bobo,Bouca,6.5026,18.2793,1,AFP,International,"A firefight broke out between the Anti-Balaka and the Cameroonian contingent of MINUSCA, which resulted in MINUSCA arresting General Andjilo of the Anti-Balaka.",0,,1622068192
MLI969,17/01/15,2015,1,Political violence,Battles,Armed clash,Islamist Militia (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020),,8,38,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,RFI,International,"'militants' attacked a MINUSMA camp in Kidal, killing 1 Chadian peacekeeper and injuring another. The attackers used a car bomb and artillery in their assault, but were repulsed. The attackers 'suffered losses' (coded as 10).",11,,1626129975
SSD1733,17/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Upper Nile,Renk,North Renk,Renk,11.7431,32.8049,2,Eye Radio (South Sudan),National,"A major attack has been reported by SPLA-IO forces against SPLA-Juba position in Umdhurich, northeast of Renk. No casualty figures have yet been reported.",0,,1646092670
MLI968,16/01/15,2015,1,Political violence,Battles,Armed clash,Military Forces of Mali (2013-2020),,1,Katiba Macina,,2,12,,466,Western Africa,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.4572,-4.9167,1,Xinhua; International Crisis Group,Other-International,3 Malian soldiers and 1 civilian were killed when FLM attacked Tenenkou. 5 other military personnel were also injured during the attack and 6 assailants killed.,10,,1622068192
MLI966,16/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Unidentified Armed Group (Mali),,3,33,,466,Western Africa,Mali,Gao,Bourem,Tarkint,Tabankort,17.9808,-0.1022,1,Xinhua,International,MINUSMA reported clashes between armed groups covered by the ceasefire in the area around Tabakort in the Gao region.,0,,1651165022
SSD1725,15/01/15,2015,1,Political violence,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raja,Raja,Raja,8.4624,25.681,2,Radio Tamazuj,National,At least one SPLA soldier was killed and another one wounded in a shooting targeting two SPLA vehicles on the road between Raja and Boro Medina in Western Bahr el Ghazal State. LRA accused of the attack.,1,,1649110880
SSD1726,15/01/15,2015,1,Political violence,Battles,Armed clash,Mutiny of Military Forces of South Sudan (2011-),Nuer Ethnic Militia (South Sudan),1,Police Forces of South Sudan (2011-),,1,11,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raja,Ringi,Boro Medina,8.4636,24.8016,2,UNSC; Resolve Crisis Initiative,Other,"On 15 January 2015, Nuer SPLA mutineers ambushed two vehicles carrying unspecified security forces (presumed to be SPLA) in the Boro Medina area of Raja county (Western Bahr el Ghazal). One soldier died and another was wounded in the ensuing fire exchange. The assailants then set fire to the vehicles.",1,,1654541225
SSD1721,13/01/15,2015,1,Political violence,Battles,Armed clash,Bari Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),,1,14,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Rejaf,Rejaf,4.7286,31.5925,2,Eye Radio (South Sudan); Radio Tamazuj,National,"On 13 January 2015, youth from Rejaf payam (presumed to be Bari) armed with bows and machetes clashed with SPLA soldiers at an unspecified location (coded to Rejaf, Juba county, Central Equatoria state), wounding one youth. The youth militia had accused the soldiers of selling community land in the area. The SPLA captain who wounded the youth has been arrested by police.",0,,1684786618
MLI965,12/01/15,2015,1,Political violence,Battles,Armed clash,GMA: Mourabitounes Group of Azawad,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020),,8,28,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Sahara Media,International,A gunmen on a motorcycle opened fire on a UN vehicle carrying peacekeepers from Niger killing 1. The man is allegedly part of the El Mourabitoune group.,1,,1626129975
SSD1719,11/01/15,2015,1,Political violence,Battles,Armed clash,Police Forces of South Sudan (2011-),,1,Unidentified Armed Group (South Sudan),,3,13,,728,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Rumbek Town,Rumbek,6.8074,29.676,2,Sudan Tribune,International,"The caretaker governor of Lakes state was ambushed by unidentified gunmen who fired on his convoy. His bodyguards fought them off using weapons seized by the attackers. 1 of the attackers was taken captive, and no casualties were reported.",0,,1639444372
SSD1717,09/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Upper Nile,Maban,Maban,Maban,9.9613,33.7269,2,Radio Tamazuj; Eye Radio (South Sudan); Sudan Tribune,National-International,"Clashes were reported in Maban between SPLA-Juba and SPLA-IO forces Jan.8-9. An SPLA-IO spokesman said they torched an SPLM-N military training centre in the area before clashing with the SPLA-Juba and inflicted heavy casualties, as well as injuring at least 1 officer, before pulling out of the area. 2 SPLA-IO fighterss sustained minor injuries. 5 civilians were also reportedly killed during the attack by SPLA-IO forces, and at least 4 young women were abducted. An SPLA-IO spokesman denied the abductions.",10,,1649110870
CEN2728,08/01/15,2015,1,Political violence,Battles,Armed clash,Anti-Balaka,,3,Anti-Balaka,,3,33,,140,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,1,RCA (Central African Republic),National,Further clashes between two Anti-Balaka groups. One death reported.,1,,1622068192
MLI963,08/01/15,2015,1,Political violence,Battles,Armed clash,Katiba Macina,,2,Military Forces of Mali (2013-2020),,1,12,,466,Western Africa,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.4572,-4.9167,1,International Crisis Group,Other,"9 deaths are recorded in Tenenkou between 8 and 16. FLM attacked soldiers, casualties unknown (4 recorded elsewhere).",5,,1622068192
SSD1716,08/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Upper Nile,Maban,Maban,Maban,9.9613,33.7269,2,Radio Tamazuj; Sudan Tribune; Eye Radio (South Sudan),National-International,"Clashes were reported in Maban between SPLA-Juba and SPLA-IO forces Jan.8-9. An SPLA-IO spokesman said they torched an SPLM-N military training centre in the area before clashing with the SPLA-Juba and inflicted heavy casualties, as well as injuring at least 1 officer, before pulling out of the area. 2 SPLA-IO fighterss sustained minor injuries. 5 civilians were also reportedly killed during the attack by SPLA-IO forces, and at least 4 young women were abducted. An SPLA-IO spokesman denied the abductions.",10,,1649110870
CEN2726,07/01/15,2015,1,Political violence,Battles,Armed clash,Anti-Balaka,,3,Anti-Balaka,,3,33,,140,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,1,AFP,International,"Five people were killed and several injured between 6th and 7th of January 2015 in clashes in Bambari between two Anti-Balaka groups. It is reported that the victims were, for the most part, Anti-Balaka.",2,,1622068192
SSD1715,07/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Upper Nile,Luakpiny/Nasir,Nasir,Nasir,8.6163,33.0663,1,Radio Tamazuj,National,Clashes were reported in and about Nasir between SPLA-Juba and SPLA-IO forces.,0,,1649110879
CEN2725,06/01/15,2015,1,Political violence,Battles,Armed clash,Anti-Balaka,,3,Anti-Balaka,,3,33,,140,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,1,AFP,International,"Five people were killed and several injured between 6th and 7th of January 2015 in clashes in Bambari between two Anti-Balaka groups. It is reported that the victims were, for the most part, Anti-Balaka.",3,,1622068192
SSD1711,06/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Bentiu,Bentiu,9.2515,29.7953,1,Radio Tamazuj,National,"The SPLA-IO reportedly attacked SPLA-Juba forces on the southwest side of Bentiu. The attack was repulsed. The SPLA-IO claims it lost more than 20 soldiers with 30 wounded, while claiming that they inflicted heavy losses on the government (coded as 10).",30,,1649110878
SSD1712,06/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Guit,Guit,Guit,9.1639,29.9106,2,Radio Tamazuj,National,The SPLA-IO claims that they clashed with SPLA-Juba forces on the Guit and Nhialdiu roads near Bentiu.,0,,1649110878
SSD1713,06/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Nhialdiu,Nhialdiu,9.0219,29.6809,2,Radio Tamazuj,National,The SPLA-IO claims that they clashed with SPLA-Juba forces on the Guit and Nhialdiu roads near Bentiu.,0,,1649110878
SSD1714,06/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Police Forces of South Sudan (2011-),,1,13,,728,Eastern Africa,South Sudan,Western Equatoria,Maridi,Maridi,Maridi,4.9159,29.4655,2,Radio Tamazuj,National,A cattle thief was killed during clashes with a joint security force along the Tore-Maridi border.,1,,1649110880
MLI958,05/01/15,2015,1,Political violence,Battles,Non-state actor overtakes territory,Military Forces of Mali (2013-2020),,1,AQIM: Al Qaeda in the Islamic Maghreb,Muslim Group (Mali),2,12,,466,Western Africa,Mali,Segou,Niono,Nampalari,Nampala,15.2797,-5.5534,1,Sahelien; AFP; Xinhua,International,"At least 3 Malian soldiers were killed in an attack by an AQIM militants on a Malian army camp in Nampala, after which the army retreated. The militants arrived in about a dozen vehicles.",3,,1622068192
MLI959,05/01/15,2015,1,Political violence,Battles,Government regains territory,Military Forces of Mali (2013-2020),,1,AQIM: Al Qaeda in the Islamic Maghreb,,2,12,,466,Western Africa,Mali,Segou,Niono,Nampalari,Nampala,15.2797,-5.5534,1,Sahelien; Xinhua,International,"Malian military forces regrouped with reinforcements and attacked AQIM militants who had pushed them out of the town earlier in the day. At least 8 soldiers were killed and 9 wounded according to military sources, while 'huge losses' (coded as 10) were suffered by the AQIM militants.",17,,1622068192
SSD1709,05/01/15,2015,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Bentiu,Bentiu,9.2515,29.7953,2,Sudan Tribune; Radio Tamazuj,National-International,"SPLA-IO and SPLA-Juba forces clashed near the Unity oil fields, north of Bentiu. An SPLA-Juba spokesman said that rebel forces attacked their position. 2 SPLA-Juba soldiers were killed in the attack.",2,,1649110870
BUR3029,02/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,13,,108,Eastern Africa,Burundi,Cibitoke,Murwi,Murwi,Murwi,-2.8881,29.2047,1,IWACU; RFI; Radio Publique Africaine,National-International,"Fighting between unidentified attackers believed to be from the DRC and the Burundian army as well as associated paramilitary forces, including the Imbonerakure (from Jan.1-2), between Dec.30-Jan.2 has resulted in between 99 total deaths, with 95 attackers killed and 9 captured by Burundian military forces, 2 Burundian soldiers killed, and 2 civilians dead. RPA reports that some of the attackers have been executed after surrendering their weapons by suspected Imbonerakure youths, although the government has denied this.",21,,1572403604
BUR3028,02/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,13,,108,Eastern Africa,Burundi,Cibitoke,Bukinanvana,Gahabura,Gahabura,-2.9,29.2875,1,RFI; IWACU; Radio Publique Africaine,National-International,"Fighting between unidentified attackers believed to be from the DRC and the Burundian army as well as associated paramilitary forces, including the Imbonerakure (from Jan.1-2), between Dec.30-Jan.2 has resulted in between 99 total deaths, with 95 attackers killed and 9 captured by Burundian military forces, 2 Burundian soldiers killed, and 2 civilians dead. RPA reports that some of the attackers have been executed after surrendering their weapons by suspected Imbonerakure youths, although the government has denied this.",21,,1644882997
BUR3027,01/01/15,2015,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),1,13,,108,Eastern Africa,Burundi,Cibitoke,Murwi,Murwi,Murwi,-2.8881,29.2047,1,RFI; IWACU; Radio Publique Africaine,National-International,"Fighting between unidentified attackers believed to be from the DRC and the Burundian army as well as associated paramilitary forces, including the Imbonerakure (from Jan.1-2), between Dec.30-Jan.2 has resulted in between 99 total deaths, with 95 attackers killed and 9 captured by Burundian military forces, 2 Burundian soldiers killed, and 2 civilians dead. RPA reports that some of the attackers have been executed after surrendering their weapons by suspected Imbonerakure youths, although the government has denied this.",21,,1572403604
BUR3025,31/12/14,2014,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Cibitoke,Murwi,Murwi,Murwi,-2.8881,29.2047,1,Radio Publique Africaine; RFI,National-International,"RPA reported that around 200 unidentified gunmen attacked a military position in Murwi, with fighting lasting from Dec.30-31. At least 35 people have been killed, including 34 attackers and 1 soldiers. RPA also reported 1 civilian death.",18,,1600121115
MLI954,31/12/14,2014,1,Political violence,Battles,Armed clash,CMA: Coordination of Movements of the Azawad,,2,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,23,,466,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,1,Sahara Press Service; AFP,International,A CMA patrol clashed with GATIA fighters.,0,,1622068192
BUR3024,30/12/14,2014,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Cibitoke,Murwi,Murwi,Murwi,-2.8881,29.2047,1,RFI; Radio Publique Africaine,National-International,"RPA reported that around 200 unidentified gunmen attacked a military position in Murwi, with fighting lasting from Dec.30-31. At least 35 people have been killed, including 34 attackers and 1 soldiers. RPA also reported 1 civilian death.",18,,1600121115
BUR3023,29/12/14,2014,1,Political violence,Battles,Armed clash,Rukaramu Communal Militia (Burundi),,4,Gatumba Communal Militia (Burundi),,4,44,,108,Eastern Africa,Burundi,Bujumbura Rural,Mutimbuzi,Gatumba,Gatumba,-3.3333,29.25,1,Radio Publique Africaine,National,"People from Gatumba and Rukaramu clashed for the second time in a week following a land dispute. People from Gatumba barricaded a main road to protest, leading to the new clashes.",0,,1567462236
MLI951,29/12/14,2014,1,Political violence,Battles,Armed clash,GATIA: Imghad Tuareg and Allies Self-Defense Group,MAA: Arab Movement of the Azawad (Splinter Faction),3,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,2,23,,466,Western Africa,Mali,Gao,Bourem,Bamba,Bamba,17.035,-1.4016,1,Xinhua; RFI; AFP,International,"Between 1-6 people were killed when the MNLA and MAA clashed with GATIA and the MAA splinter faction supporting Bamako after GATIA opened fire on a vehicle. However, GATIA claimed 5 occupants of the vehicles had been killed before MNLA/MAA forces retreated. The 1 confirmed death was of an rebel MAA fighter.",1,,1622068192
